id,CT,GeoPro
26495424,+4+6-2*4/3-3-5,1.4741796094446045
9059311,+0*1/4+6+6-2-5,1.4727229766489283
6525040,+0*0*1/5+4-3-5,1.4592708924661026
27649654,+4-0*0*1*6-3-5,1.4543854012786754
20599022,+0*1+6-5*5-3-3,1.4499957019224732
16728651,+2*4/1-0*0/1/1,1.4388884995145932
27949510,+4-1*4/2-1*5/2,1.4358139029618273
27476063,+5-2*2/1/3-5*5,1.4347419077842989
11621332,+0*0*1/5-2/1-0,1.4268885068396244
27763789,+4-2*2/5/5-3-5,1.4256758605080384
11263989,+2*4*4/1-2*3*5,1.4223677789466036
11263988,+2*4*4/1-2*3*4,1.4223677789466036
11263984,+2*4*4/1-2*2*4,1.4223677789466036
27239689,+2-1*2*2/3-6*6,1.4216531158261076
26660048,+2+4-3*3-2/0-5,1.4196804987096625
27329683,+2-1*2*2/3-0/2,1.416396276182377
26210257,+4+6-1*4/3-1*2,1.413941826361495
26210397,+4+6-1*5/3-1*2,1.413941826361495
27476175,+5-2*2/3/3-5*5,1.4120716408164067
1148021,+2*2*2*6/1+2*5/1,1.4120139894208588
26715321,+4+6-3*3-2/0-5,1.4099139714668416
27359130,+4-0*2*5/3-1/0,1.409540861258897
11621339,+0*0*1/5-2/3-0,1.4082634859957435
15680403,+2*6+3+5-1*1-1,1.4055711748929263
21831674,+0+4+4-3-3-5-5,1.4013554871459892
28330350,+4-1*4/0-4*6-0,1.4012468485567808
28330363,+4-1*4/0-5*6-1,1.4012468485567808
28355899,+5-1*5/0-5*6-1,1.4012468485567808
28330352,+4-1*4/0-4*6-2,1.4011419521923785
28355900,+5-1*5/0-5*6-2,1.4011419521923785
26193794,+3+5-1*4/3-1*3,1.399847958301071
11322679,+3*5*5/1-3*3/0,1.3970558136347304
29004461,+4-1*5-0/5-5/2,1.3946140248428711
12981788,+2*4/1+4-2/1-6,1.3926206817156923
8937489,+2*4/1+5+6-2/1,1.3926206817156923
26189678,+3+4-1*4/3-1*3,1.3910477985429006
26193934,+3+5-1*5/3-1*3,1.3910477985429006
26494854,+4+6-1*2/0-3-5,1.3909301679489294
3008513,+0*4*4*4+1*3/0/6,1.3880143902065831
18230522,+2*4+5-2*2*2*2,1.3868901332460812
27459139,+4-0*4/2/3-2*2,1.3866278123026465
20654458,+2*4+6-3*4-2-2,1.3813919189750121
2834564,+6-3*3/0-5*6,1.3804475576794955
2906941,+4-6*6/0-3-5,1.3802633951574548
21288070,+6/3+5-5/3-2-2,1.3777311822933613
26496384,+4+6-6*6/3-3-5,1.3766100235319154
6090132,+0*2*6/4+5-5*5,1.3732738118321803
21573933,+4+4+6-1*5-5*5,1.367034017254006
22581883,+4*4-5*5*5-1*4,1.367034017254006
883880,+0*2*6+5-5*5,1.3658905941868564
26500390,+5+6-1*5/3-0-2,1.3656773537933629
26495023,+4+6-1*4/3-0-2,1.3656773537933629
17975737,+5*5/4-0*1-0-1,1.3616376889829949
28386644,+6-3*3/0-5*6-2,1.3613974344044621
27768535,+4-6*6/1/5-3-5,1.3609856096631685
16765093,+0*1*2-2*3*4-0,1.3606224913985328
26109122,+6+6-3*3*3-1/4,1.359429006280108
27460788,+4-1*1/6/6-1*4,1.3580629995008053
3320678,+5*5*5/3+1*1/5/6,1.3570491108732854
26491079,+4+4-3*4/5-5-5,1.3560907047226503
24375778,+5*5-2*5-5/2-5,1.3551451612800756
24375779,+5*5-2*5-5/2-6,1.3551451612800756
24375437,+5*5-2*4-4/2-0,1.3551451612800756
19687822,+5*5+6-2*5-4/2,1.3551451612800756
19681024,+5*5+0-2*5-5/2,1.3551451612800756
24375774,+5*5-2*5-5/2-1,1.3551451612800756
18839110,+0*1+6-1*1/0-2,1.3505720351866182
27239668,+2-1*2*2/3-0*6,1.3494640875484325
2704080,+6+6-3-3-3-5,1.3447386330633222
28722005,+4-0*4/2-3-6-6,1.3442983972853413
13795224,+0*6+2*6-2*3-0,1.3424587332258835
30840036,-2*3*3-0*0/3-0,1.3411523114044805
26212791,+4+6-6*6/3-4*4,1.3394858680459234
4691067,+0*0*1*3+3*4/1+3,1.3393846552355115
27770588,+5-0*5/2/3-2-2,1.3350182610150154
27890559,+6-0*4*4-3*3/0,1.3330977054523594
1285812,+5*5+6+6-4*5,1.3326956239957695
9154605,+0*6+5*5+6-4*5,1.329389350820156
21860322,+2*2-1*2*2*2/3,1.3280273812960837
27473725,+5-1*1/6/6-1*5,1.3214102291967018
22673231,+4*4-2*3*3-4/2,1.3170030438127835
26718653,+5+5-0*5-1/0-0,1.3163867619045506
3108056,+5*5*5*5*5/1-5,1.3156641159715785
26127046,+0+4-0*4/2-2*2,1.3131718510972499
1751827,+0*1+6-0*3-3,1.3125869598076951
28549063,+4-0*4/1-1/0-1,1.3122809647374827
27711630,+5-5*5*5/4-0-0,1.3055144433402963
28721999,+4-0*4/2-2-6-6,1.3040311354633765
22673021,+4*4-2*2*2-4/2,1.2978466793305332
4174869,+2*2*6+2*6+6-3,1.2871452076753165
27719072,+6-3*6*6/1-1-3,1.286734073445112
6653662,+0*0*5+5*6-5*5,1.2858422988204188
21543223,+0+0+1-0*0-1*1,1.2853716761938934
11168786,+4+4+4+5+5-5*5,1.282309497801284
13210972,+1*4+1*4-1*1*4,1.281776801891456
2761077,+5-0*5/3/3-3,1.278993017632953
30149997,-0*0*0*6-2*2-0,1.2718672805460494
1470109,+6*6*6-6*6/3,1.2646903804990584
6261024,+5*5*5/3+5-5/3,1.2644277636759313
2750113,+1-1*1/0/0-2,1.263874929775217
