id,CT,GeoNgn
22685167,+5*6-0*0*2-5/4,1.5895099494938596
13281751,+3*6+5*6-6*6/4,1.5894782633542766
10810479,+3*6+0+6+6-5/4,1.5880495986118288
22969759,+5*6-6*6/1-5/4,1.586744387365668
22670089,+3*6-2*6*6-5/4,1.5832920786777693
9279222,+1*6+3*6+0-5/4,1.5817330440786563
2196880,+1*1*6/3/5+3*6+0,1.580830658146671
2196886,+1*1*6/3/5+3*6+6,1.5781542756141722
21534800,+3+6+6-2*3/0-5,1.5760965370272788
1049698,+1*6+2*6-5/4,1.574253550386391
1049866,+1*6+3*6-5/4,1.5729776245946852
22965601,+5*6-1*2/3-5/4,1.5698528035645698
20677834,+3*6+5-5*5-2-6,1.569085845146961
18306404,+3*6+0-3*6*6/4,1.568171690009558
22686175,+5*6-0*5*6-5/4,1.5644501382487306
19837392,+3*6+0-2/3-5/4,1.5566773374378173
18306286,+3*6+0-1*6*6/4,1.5566773374378173
22951909,+4*6-0*2/1-5/4,1.5557447934195354
32043643,-1*4-3*3-4*6-6,1.5555125512249404
917493,+3*5*6*6*6+3*6*6,1.5546637099641405
9300054,+2*6+5*6+6-5/4,1.5514088367608725
22969892,+5*6-6*6/4-6/5,1.551373417799462
13281457,+3*6+4*6-6*6/4,1.5497044833824578
22776090,+3*6-0*4/3-2*4,1.5478875928969087
338154,+0*1*5*6/4/4+5*6,1.5470390176291748
22117013,+4*6-1*6*6/4-0,1.5470390176291748
13124546,+2*4*6+6-2-3-4,1.54469279119427
13266904,+1*6+4*6-6*6/4,1.5432474514107979
7244719,+1*6/5+5*6-0/5,1.5430917424594566
21534645,+3+6+6-1*2/0-5,1.542756786415081
29478523,+4-1/4-1/5-3-5,1.5390405665966251
30769132,-0*3*3-1*3*3-6,1.538317330290232
21863940,+2*6-1*3*6*6/4,1.5361911909656212
364689,+1*6*6*6/3/5+2*6,1.5357433313325681
22097811,+2*6-1*6*6/4-6,1.5344405915676869
29635335,-1*3*3*3/6/6-6,1.5325991006716186
17067869,+2*5/1-1*1/4-5,1.5272889651940158
14446007,+3*6+6/5-3/5-0,1.5257971374594945
13276459,+2*6+4*6-6*6/4,1.5250536291707923
13125328,+2*5*6+6-2-2-5,1.5239299751753848
3143838,+0*0*0*6*6+6-2,1.5214895738521628
17834265,+2*2*6-0/3-2-2,1.5209522848645756
22933387,+3*6-0*2/1-5/4,1.519687958231782
26193379,+3+5-1*1/4-2*3,1.515653994904273
28328103,+4-1*1/4-2*2-3,1.5155632897303624
29483017,+4-2/5-3/4-3-5,1.5127784116214082
25286938,+0*2-1*3-3-6-6,1.5127001062092487
25329620,+3*6-0*3-6-6-6,1.5120982347631102
29474176,+4-0/4-2/5-3-5,1.5117292668762028
5914126,+3*3*6*6*6-6-6,1.5097344298545616
13123365,+2*3*6+6-2-2-2,1.509630282206534
32456444,-1*2-1*3-3-6-6,1.5080341363470484
29473924,+4-0/4-0/5-3-5,1.5062386590943047
22108403,+3*6-1*2*4/0-0,1.5046097649368801
21668550,+4+5+5-5*5-5/4,1.5017407267754546
27183352,+3-1*3*5*5-2/0,1.5013529441144824
9041290,+2*2*6+6+6-2-2,1.496409752608437
4132535,+0*2*6+2*6+6-5,1.4954001944157245
28745317,+6-6*6/4-0-2-2,1.4948216444155182
28328102,+4-1*1/4-2*2-2,1.494388513105622
7105499,+1*6/5+5*6-6*6,1.4932349112070566
18910776,+2*2+3-2*3/0-5,1.4910424022539053
16731141,+2*5/1-1*5/0/4,1.4886852215675848
273377,+3-1*2-3/2,1.4876102763939796
28825350,+3-0*0-1*2-3/2,1.4876102763939796
27759715,+4-0*1/4/5-3-5,1.4855571342103042
7244731,+1*6/5+5*6-2/5,1.4843727543156724
22097805,+2*6-1*6*6/4-0,1.4833515484674236
27964055,+5-3*5/4-5*5/4,1.4805587535944653
22886567,+2*2-2*3/0-0/3,1.4786781815582457
2813741,+1-2*5/3-1*1,1.4786397209879527
12615377,+2*2*6+6-2/1-2,1.4783606997542846
28149178,+3-1*4*5-2/0-5,1.4783189684367584
3384777,-0/4-2/5-4/0,1.4752269430776754
27992737,+1-0*2*6-1*1-2,1.4740596985217078
15326080,+4*6+6+6-6*6/4,1.469375628528866
7105475,+1*6/5+5*6-0*2,1.4691529263398457
27422341,+1-1*2/5/5-1*1,1.4690288181138476
13532533,+4*6+0/4-6*6/4,1.4676304505657116
27422005,+1-1*2/0/0-1*1,1.4663721118948077
28751793,+1-1*1-1*2-2*2,1.4604600692581868
28328037,+4-1*1/4-0*2-3,1.4589497091728945
21384189,+0+1+3-1*1*3/4,1.4526434592373214
28328100,+4-1*1/4-2*2-0,1.4524025687761308
27232053,+1-2*5*5/0-1*1,1.4513901663153506
252286,+3-1*1*3/4,1.4496839751811847
24386714,+5*6-6*6-6/5-0,1.4360264271365983
26202210,+4+4-1*5/4-5*5,1.435999823330898
17716182,+0*1*6-6*6-0-6,1.4349059535870172
29032228,+5-2*2-5/4-5/4,1.4334525086305188
27600504,+5-1*5/0/4-1/0,1.428390404647494
28179546,+4-5*5*5-5/4-0,1.4266972537680673
27017454,+3-3*3*5*5*5-2,1.4161958141239044
511706,+6*6*6+0*6-6,1.411709073687252
28825804,+3-0*0-3*4-2/0,1.409035478397216
22969934,+5*6-6*6/5-6/5,1.4078988197520597
25737254,+0+5-0*1*5*5/3,1.4011948208390408
15184910,+1*5+3+5-1*1*5,1.3977083676790987
16822829,+0*2*2-2*5/0-0,1.3963162829514946
28328029,+4-1*1/4-0*1-1,1.3959216825028284
